H
0, 0, 2.82842712475  , 1.00000000000, 0
0, 0, 4.00000000000  , 1.00000000000, 1
0, 0, 5.65685424949  , 1.00000000000, 2
0, 0, 8.00000000000  , 1.00000000000, 3
0, 0, 11.31370849898 , 1.00000000000, 4
0, 0, 16.00000000000 , 1.00000000000, 5
0, 0, 22.62741699797 , 1.00000000000, 6
0, 0, 32.00000000000 , 1.00000000000, 7
0, 0, 45.25483399594 , 1.00000000000, 8
0, 0, 64.00000000000 , 1.00000000000, 9
0, 1, 2.82842712475  , 1.00000000000, 10
0, 1, 4.00000000000  , 1.00000000000, 11
0, 1, 5.65685424949  , 1.00000000000, 12
0, 1, 8.00000000000  , 1.00000000000, 13
0, 1, 11.31370849898 , 1.00000000000, 14
0, 1, 16.00000000000 , 1.00000000000, 15
0, 1, 22.62741699797 , 1.00000000000, 16
0, 1, 32.00000000000 , 1.00000000000, 17
0, 1, 45.25483399594 , 1.00000000000, 18
0, 1, 64.00000000000 , 1.00000000000, 19
0, 2, 2.82842712475  , 1.00000000000, 20
0, 2, 4.00000000000  , 1.00000000000, 21
0, 2, 5.65685424949  , 1.00000000000, 22
0, 2, 8.00000000000  , 1.00000000000, 23
0, 2, 11.31370849898 , 1.00000000000, 24
0, 2, 16.00000000000 , 1.00000000000, 25
0, 2, 22.62741699797 , 1.00000000000, 26
0, 2, 32.00000000000 , 1.00000000000, 27
0, 2, 45.25483399594 , 1.00000000000, 28
0, 2, 64.00000000000 , 1.00000000000, 29
0, 3, 2.82842712475  , 1.00000000000, 30
0, 3, 4.00000000000  , 1.00000000000, 31
0, 3, 5.65685424949  , 1.00000000000, 32
0, 3, 8.00000000000  , 1.00000000000, 33
0, 3, 11.31370849898 , 1.00000000000, 34
0, 3, 16.00000000000 , 1.00000000000, 35
0, 3, 22.62741699797 , 1.00000000000, 36
0, 3, 32.00000000000 , 1.00000000000, 37
0, 3, 45.25483399594 , 1.00000000000, 38
0, 3, 64.00000000000 , 1.00000000000, 39

He

Li

Be

B

C

N

O

F

Ne

Na

Mg

Al

Si

P

S

Cl

Ar

K

Ca

Sc

Ti

V

Cr

Mn

Fe

Co

Ni

Cu

Zn

Ga

Ge

As

Se

Br

Kr

Rb

Sr

Y

Zr

Nb

Mo

Tc

Ru

Rh

Pd

Ag

Cd

In

Sn

Sb

Te

I

Xe

Cs

Ba

La

Ce

Pr

Nd

Pm

Sm

Eu

Gd

Tb

Dy

Ho

Er

Tm

Yb

Lu

Hf

Ta

W

Re

Os

Ir

Pt

Au

Hg

Tl

Pb

Bi

Po

At

Rn

Fr

Ra

Ac

Th

Pa

U

Np

Pu

Am

Cm

Bk

Cf

Es

Fm

Md

No

Lr

Rf

Db

Sg

Bh

Hs

Mt

Ds

Rg

Cn

Nh

Fl

Mc

Lv

Ts

Og

